stem_id,station_m,x,y,diameter_m,gt_tree_id
2,21.5,419979.8202908988,5852932.317521789,0.3355,149
2,22.0,419980.2900397411,5852932.384628767,0.2767,149
2,22.5,419980.7933420721,5852932.485289233,0.2684,149
2,23.0,419981.29664440313,5852932.552396211,0.2684,149
2,23.5,419981.79994673416,5852932.619503188,0.2684,149
2,24.0,419982.26969557645,5852932.720163655,0.2684,149
2,24.5,419982.77299790754,5852932.787270632,0.2767,149
2,25.0,419983.27630023856,5852932.854377609,0.2767,149
2,25.5,419983.7796025696,5852932.921484587,0.2684,149
2,26.0,419984.2493514119,5852932.955038075,0.2767,149
2,26.5,419984.7526537429,5852933.022145052,0.2684,149
2,27.0,419985.25595607393,5852933.055698542,0.2684,149
2,27.5,419985.759258405,5852933.122805519,0.2684,149
3,0.0,419775.7144189194,5853027.743643754,0.4502,58
3,0.5,419776.1841677617,5853027.877857708,0.4082,58
3,1.0,419776.68747009273,5853028.0120716635,0.4026,58
3,1.5,419777.157218935,5853028.079178641,0.4026,58
3,2.0,419777.6605212661,5853028.179839107,0.4244,58
3,2.5,419778.16382359713,5853028.314053062,0.3913,58
3,3.0,419778.63357243943,5853028.414713528,0.3913,58
3,3.5,419779.1033212817,5853028.548927483,0.3614,58
3,4.0,419779.60662361275,5853028.683141438,0.3422,58
3,4.5,419780.07637245505,5853028.783801905,0.3614,58
3,5.0,419780.5796747861,5853028.918015859,0.3913,58
3,5.5,419781.04942362837,5853029.085783303,0.3614,58
3,6.0,419781.51917247067,5853029.2535507465,0.3913,58
3,6.5,419781.95536782424,5853029.45487168,0.3913,58
3,7.0,419782.45867015526,5853029.622639123,0.3913,58
3,7.5,419782.92841899756,5853029.756853078,0.3614,58
3,8.0,419783.3981678399,5853029.924620521,0.3422,58
3,8.5,419783.8679166822,5853030.092387965,0.3001,58
3,9.0,419784.3376655245,5853030.193048432,0.3422,58
3,9.5,419784.84096785553,5853030.327262387,0.3614,58
3,10.0,419785.31071669783,5853030.461476341,0.3614,58
3,10.5,419785.81401902885,5853030.595690296,0.3614,58
3,11.0,419786.28376787115,5853030.76345774,0.3422,58
3,11.5,419786.75351671345,5853030.897671695,0.3913,58
3,12.0,419787.22326555575,5853031.03188565,0.3614,58
3,12.5,419787.72656788677,5853031.166099605,0.3614,58
3,13.0,419788.19631672907,5853031.300313559,0.3614,58
3,13.5,419788.69961906015,5853031.367420537,0.3355,58
3,14.0,419789.1358144137,5853031.56874147,0.3355,58
3,14.5,419789.605563256,5853031.770062402,0.3001,58
3,15.0,419790.0753120983,5853031.937829846,0.3355,58
3,15.5,419790.5450609406,5853032.105597289,0.3614,58
3,16.0,419791.0148097829,5853032.273364733,0.3422,58
3,16.5,419791.4845586252,5853032.441132177,0.3355,58
3,17.0,419791.9543074675,5853032.60889962,0.3355,58
3,17.5,419792.4240563098,5853032.810220553,0.242,58
3,18.0,419792.86025166337,5853033.045094974,0.242,58
3,18.5,419793.33000050567,5853033.246415907,0.242,58
3,19.0,419793.79974934796,5853033.41418335,0.2767,58
3,19.5,419794.23594470153,5853033.6155042825,0.2122,58
3,20.0,419794.70569354383,5853033.783271726,0.2013,58
3,20.5,419795.20899587485,5853033.917485681,0.2684,58
3,21.0,419795.67874471715,5853034.085253125,0.2684,58
3,21.5,419796.14849355945,5853034.253020569,0.2013,58
3,22.0,419796.61824240175,5853034.387234523,0.2684,58
3,22.5,419797.08799124404,5853034.521448478,0.242,58
3,23.0,419797.55774008634,5853034.72276941,0.2122,58
3,23.5,419797.9939354399,5853034.957643832,0.242,58
3,24.0,419798.4301307935,5853035.192518253,0.2122,58
3,24.5,419798.8998796358,5853035.427392675,0.1898,58
